"area","x.pos","y.pos","depth","segment.id","season","impact","truth.re","truth.de","truth.no","ResponsePredictions","LinkPredictions"
0.006,655.444,6044.45,-27.701,1,1,1,0.00142925723352667,0.000952839067240924,0.00142925860086139,2.39952675520904e-07,-10.1268283086235
0.179,655.25,6044.75,-28.163,2,1,1,0.0517323989909086,0.0344882937024583,0.0517324405536875,4.5774491245148e-06,-10.5739992015694
0.25,655.25,6045.25,-28.512,3,1,1,0.0845038225751502,0.056335928740338,0.084503893110507,4.53869036297127e-06,-10.9165776927114
0.25,655.25,6045.75,-28.139,4,1,1,0.0697768684841702,0.0465179522617018,0.0697769283925527,6.54449475686816e-06,-10.5505919957459
0.25,655.25,6046.25,-27.83,5,1,1,0.0591175948256901,0.0394117643429209,0.0591176465143814,8.83087437000542e-06,-10.2509621644803
0.25,655.25,6046.75,-27.466,6,1,1,0.0485591097783817,0.0323727683898876,0.0485591525848315,1.25168836545207e-05,-9.90213777153885
0.25,655.25,6047.25,-26.865,7,1,1,0.0354992842171243,0.0236662103030152,0.0354993154545228,2.20480974096825e-05,-9.33598988394949
0.25,655.25,6047.75,-25.983,8,1,1,0.022764016196273,0.0151760239948645,0.0227640359922968,4.95006876703462e-05,-8.52722963503601
0.25,655.25,6048.25,-24.636,9,1,1,0.012167071212682,0.00811138771013354,0.0121670815652003,0.000161809873600325,-7.34279417059405
0.25,655.25,6048.75,-23.037,10,1,1,0.00656139896574789,0.00437426958256207,0.00656140437384311,0.000609647528290948,-6.01633522915462
0.25,655.25,6049.25,-20.8,11,1,1,0.00410887647388598,0.00273925314792363,0.00410887972188545,0.00337334381633464,-4.30555643506678
0.25,655.25,6049.75,-17.94,12,1,1,0.00539239762813183,0.00359493445035878,0.00539240167553818,0.0234980446203932,-2.36454370781692
0.25,655.25,6050.25,-15.902,13,1,1,0.0112725079037813,0.00751501057171925,0.0112725158575789,0.0791590464377127,-1.15000184321215
0.25,655.25,6050.75,-14.767,14,1,1,0.0189535613297326,0.0126357158510837,0.0189535737766256,0.146501052331936,-0.534428306277777
0.25,655.25,6051.25,-13.491,15,1,1,0.0362020177349892,0.0241346930944307,0.0362020396416461,0.277859857095761,0.105655957555311
0.25,655.25,6051.75,-12.482,16,1,1,0.0595119304195204,0.0396746421818106,0.059511963272716,0.443334125444067,0.572862801399788
0.25,655.25,6052.25,-11.137,17,1,1,0.112356352480963,0.0749042723353008,0.112356408502951,0.754389047841383,1.10444729564401
0.25,655.25,6052.75,-10.657,18,1,1,0.12990592738319,0.0866039902026306,0.129905985303946,0.873994255800003,1.25161288546048
0.25,655.25,6053.25,-10.426,19,1,1,0.131842686880689,0.0878951592824907,0.131842738923736,0.930536475503127,1.31430035734765
0.25,655.25,6053.75,-8.301,20,1,1,0.255366562377906,0.170244433821672,0.255366650732508,1.29261931542092,1.64296499793159
0.25,655.25,6054.25,-8.002,21,1,1,0.248557609191271,0.165705122546861,0.248557683820291,1.30605693512404,1.65330698606527
0.25,655.25,6054.75,-6.522,22,1,1,0.279897602209405,0.186598449607959,0.279897674411939,1.20656489348356,1.5740717523155
0.25,655.25,6055.25,-6.174,23,1,1,0.257410304561004,0.171606907361896,0.257410361042843,1.14755533779683,1.52392824756923
0.25,655.25,6055.75,-5.071,24,1,1,0.230411181426944,0.153607482669172,0.230411224003757,0.904313454414221,1.2857151240376
0.25,655.25,6056.25,-5.048,25,1,1,0.206187706880412,0.137458492431604,0.206187738647407,0.898678962834623,1.27946494808771
0.226,655.25,6056.75,-1.765,26,1,1,0.107149658961181,0.0714331150588855,0.107149672588328,0.194455453853609,-0.150331891475227
0.02,655.124,6057.08,-0.694,27,1,1,0.00710702651931035,0.00473801814217712,0.00710702721326569,0.00856742204464096,-0.847765397791006
0.003,655.961,6043.96,-27.527,28,1,1,0.000699264313960246,0.000466176929154808,0.000699265393732212,1.41718177533487e-07,-9.96028242634603
0.167,655.75,6044.25,-27.667,29,1,1,0.0406121894498314,0.027074827775476,0.0406122416632139,6.90016019538064e-06,-10.0942044633434
0.25,655.75,6044.75,-28.574,30,1,1,0.0932865210243593,0.0621910979206073,0.093286646880911,4.26886888340054e-06,-10.9778673031967
0.25,655.75,6045.25,-28.593,31,1,1,0.0934103994727297,0.0622736869354649,0.0934105304031974,4.18932909148847e-06,-10.9966755970943
0.25,655.75,6045.75,-27.617,32,1,1,0.0579950290005899,0.0386634084100951,0.0579951126151426,1.08364671911105e-05,-10.0462991588305
0.25,655.75,6046.25,-27.647,33,1,1,0.0578082779585951,0.0385389085562523,0.0578083628343785,1.05295331442489e-05,-10.0750322074602
0.25,655.75,6046.75,-27.145,34,1,1,0.0445410792916733,0.0296940968176005,0.0445411452264007,1.69621035851119e-05,-9.59823454203095
0.25,655.75,6047.25,-26.356,35,1,1,0.0299056242584725,0.0199371122989218,0.0299056684483826,3.52747194558132e-05,-8.866049652197
0.25,655.75,6047.75,-25.27,36,1,1,0.01770255408588,0.0118017199580251,0.0177025799370376,9.33701994597209e-05,-7.89264396612162
0.25,655.75,6048.25,-22.383,37,1,1,0.00616409462770694,0.00410940229002414,0.00616410343503621,0.00102302906382783,-5.49869302090744
0.25,655.75,6048.75,-21.965,38,1,1,0.00538088565729001,0.00358726206992987,0.0053808931048948,0.00141346942821033,-5.17541364837737
0.25,655.75,6049.25,-19.875,39,1,1,0.00437526734538645,0.0029168487687979,0.00437527315319686,0.00651372050856775,-3.64755011819709
0.25,655.75,6049.75,-17.156,40,1,1,0.00747674769413957,0.00498450474524283,0.00747675711786425,0.0381202514721926,-1.88071524224091
0.25,655.75,6050.25,-15.528,41,1,1,0.0144957050015057,0.00966381478464147,0.0144957221769622,0.0974273735494049,-0.942353704097139
0.25,655.75,6050.75,-11.215,42,1,1,0.145552830543394,0.097035327369827,0.145552991054741,0.734975942141922,1.0783768490352
0.25,655.75,6051.25,-12.891,43,1,1,0.0544250618498095,0.036283411435929,0.0544251171538936,0.368369093280326,0.387624488537913
0.25,655.75,6051.75,-11.948,44,1,1,0.0850951337150444,0.0567301417332192,0.0850952125998289,0.558578207882128,0.803933722861576
0.25,655.75,6052.25,-10.487,45,1,1,0.16291589119099,0.108610685065873,0.16291602759881,0.91572961129237,1.29826021905782
0.25,655.75,6052.75,-10.27,46,1,1,0.164251929672746,0.10950136843444,0.16425205265166,0.967877024198087,1.35364412022625
0.25,655.75,6053.25,-9.908,47,1,1,0.174397080348787,0.116264797299717,0.174397195949575,1.05059695248986,1.43565288992036
0.25,655.75,6053.75,-8.72,48,1,1,0.240661880159674,0.160441346656992,0.240662019985488,1.25517534231357,1.6135696389353
0.25,655.75,6054.25,-7.84,49,1,1,0.271609401823335,0.181073025844336,0.271609538766504,1.30854583562878,1.65521083263375
0.25,655.75,6054.75,-6.368,50,1,1,0.297906754156779,0.198604588802637,0.297906883203955,1.18183392993318,1.55336177102235
0.25,655.75,6055.25,-4.945,51,1,1,0.267835633165603,0.178557154569341,0.267835731854012,0.873312156402146,1.2508321415363
0.25,655.75,6055.75,-4.7,52,1,1,0.236247295453313,0.157498245840871,0.236247368761306,0.812375273918525,1.17850147553458
0.25,655.75,6056.25,-3.139,53,1,1,0.17579203980267,0.117194723522268,0.175792085283402,0.445617228329478,0.577999433220386
0.082,655.743,6056.66,-1.297,54,1,1,0.0379358464268835,0.0252905698395408,0.0379358547593111,0.0527522259615626,-0.44111327747494
0.001,656.477,6043.48,-27.609,55,1,1,0.000255517144067948,0.000170345178905153,0.000255517768357729,4.36790425186344e-08,-10.0386421471288
0.153,656.25,6043.75,-27.359,56,1,1,0.0339773859371811,0.0226516363043316,0.0339774544564975,8.48027819717366e-06,-9.8004499448384
0.25,656.25,6044.25,-27.561,57,1,1,0.0612856969088154,0.0408572186029318,0.0612858279043977,1.14326205301239e-05,-9.99274547758812
0.25,656.25,6044.75,-28.608,58,1,1,0.100702177998943,0.0671349359158696,0.100702403873804,4.12754720192495e-06,-11.0115328641376
0.25,656.25,6045.25,-27.999,59,1,1,0.0749234303491944,0.0499490699637215,0.0749236049455822,7.49906568675483e-06,-10.4144377591616
0.25,656.25,6045.75,-27.519,60,1,1,0.0589994829810166,0.0393330829341393,0.058999624401209,1.19003339221992e-05,-9.95264973643158
0.25,656.25,6046.25,-27.223,61,1,1,0.0504579743525753,0.0336387316799689,0.0504580975199534,1.57597015297858e-05,-9.67176005105935
0.25,656.25,6046.75,-26.6,62,1,1,0.0368258559509161,0.0245506310548444,0.0368259465822665,2.81904366058623e-05,-9.09023340386872
0.25,656.25,6047.25,-25.569,63,1,1,0.0223426055757045,0.0148951069757003,0.0223426604635504,7.17039919311948e-05,-8.15666977531869
0.25,656.25,6047.75,-24.254,64,1,1,0.0124512764815557,0.00830087114066194,0.0124513067109929,0.000223892107969208,-7.01805192187694
0.25,656.25,6048.25,-22.256,65,1,1,0.00640773895679465,0.00427183611873249,0.00640775417809873,0.00112931736708193,-5.39984756760737
0.25,656.25,6048.75,-21.273,66,1,1,0.00516889347209038,0.00344593691081119,0.00516890536621679,0.00238276933508611,-4.65319752044994
0.25,656.25,6049.25,-19.198,67,1,1,0.00499364479322959,0.00332910387575686,0.0049936558136353,0.0103520237261298,-3.18427888816953
0.25,656.25,6049.75,-16.684,68,1,1,0.00964238729498576,0.00642827166689513,0.0096424075003427,0.0505022126626126,-1.59944376743955
0.25,656.25,6050.25,-14.848,69,1,1,0.0221655826534903,0.0147770842114364,0.0221656263171546,0.140406781383283,-0.576917126986231
0.25,656.25,6050.75,-12.628,70,1,1,0.0726458612947707,0.048430662989113,0.0726459944836695,0.415236433198883,0.507387158691977
0.25,656.25,6051.25,-12.212,71,1,1,0.0850274148690048,0.0566850390090698,0.0850275585136048,0.499452107461599,0.692050794671728
0.25,656.25,6051.75,-11.336,72,1,1,0.125171245540376,0.0834476256366622,0.125171438454993,0.705003209428261,1.03674143732017
0.25,656.25,6052.25,-9.982,73,1,1,0.215722387818204,0.143815125406482,0.215722688109723,1.03422259934523,1.41994439386773
0.25,656.25,6052.75,-9.595,74,1,1,0.229773464270797,0.153182500191959,0.229773750287939,1.11605571147936,1.49609514451345
0.25,656.25,6053.25,-9.173,75,1,1,0.243262715502009,0.16217532238995,0.243262983584925,1.19235077480704,1.56222116063988
0.25,656.25,6053.75,-7.535,76,1,1,0.336683289820363,0.224455743358426,0.336683615037639,1.30401126796097,1.65173946566138
0.25,656.25,6054.25,-7.152,77,1,1,0.322650340970105,0.215100407618676,0.322650611428014,1.28150201832794,1.63432720291367
0.25,656.25,6054.75,-5.373,78,1,1,0.319272634936486,0.21284857657984,0.31927286486976,0.976897306897542,1.36292061800868
0.25,656.25,6055.25,-5.245,79,1,1,0.28522142671025,0.190147734289323,0.285221601433984,0.9464914718206,1.33130104252002
0.25,656.25,6055.75,-4.069,80,1,1,0.233499661464834,0.155666521283192,0.233499781924788,0.656086263573707,0.964831361786723
0.139,656.25,6056.24,-0.6,81,1,1,0.064862147922932,0.0432414506176591,0.0648621759264887,0.0557050670178429,-0.914402820535262
0.001,656.993,6042.99,-27.655,82,1,1,0.000272973111701577,0.000181982763060577,0.000272974144590866,4.17964358689931e-08,-10.082699488361
0.139,656.75,6043.25,-27.453,83,1,1,0.0338238948840831,0.0225493331705518,0.0338239997558277,7.0460464767051e-06,-9.88976253603258
0.25,656.75,6043.75,-27.257,84,1,1,0.0559631952591601,0.0373089206801832,0.0559633810202749,1.52616362871236e-05,-9.70387394953311
0.25,656.75,6044.25,-28.149,85,1,1,0.0859334511409874,0.057289168984276,0.085933753476414,6.48099185886218e-06,-10.5603426335542
0.25,656.75,6044.75,-28.369,86,1,1,0.0954890641939751,0.0636596111579056,0.0954894167368585,5.22526174288688e-06,-10.7757113059158
0.25,656.75,6045.25,-27.567,87,1,1,0.0649498656184233,0.043300076498613,0.0649501147479195,1.13672667999418e-05,-9.99847830496793
0.25,656.75,6045.75,-27.255,88,1,1,0.0555046469307247,0.0370032439463362,0.0555048659195043,1.52905101011042e-05,-9.70198381571339
0.25,656.75,6046.25,-26.809,89,1,1,0.0443141350194191,0.0295428753783803,0.0443143130675704,2.3227976593491e-05,-9.28385875702016
0.25,656.75,6046.75,-25.923,90,1,1,0.0287902833956866,0.0191936000154372,0.0287904000231558,5.22505091693738e-05,-8.47316656117855
0.25,656.75,6047.25,-24.781,91,1,1,0.0170165900438159,0.0113444392351015,0.0170166588526523,0.000142860028631897,-7.4673508666983
0.25,656.75,6047.75,-22.502,92,1,1,0.00756357334793988,0.00504240238224774,0.00756360357337162,0.000932071721586901,-5.59180643062725
0.25,656.75,6048.25,-21.918,93,1,1,0.00639825087854891,0.00426551726379089,0.00639827589568634,0.00146525271633751,-5.13943318765062
0.25,656.75,6048.75,-20.004,94,1,1,0.00525118247064115,0.00350080157335111,0.00525120236002666,0.00595290860034043,-3.7375809773549
0.25,656.75,6049.25,-18.471,95,1,1,0.00610372761537268,0.0040691665248976,0.00610374978734641,0.0167337623887612,-2.70403253939877
0.25,656.75,6049.75,-16.066,96,1,1,0.0135856374310794,0.00905712285992479,0.0135856842898872,0.0721620699198447,-1.24254635737732
0.25,656.75,6050.25,-11.541,97,1,1,0.150755613978614,0.100504068528504,0.150756102792756,0.654814820664575,0.962891561258516
0.25,656.75,6050.75,-11.822,98,1,1,0.121086193742712,0.0807243727687957,0.121086559153194,0.587783730075271,0.854898156384729
0.25,656.75,6051.25,-11.488,99,1,1,0.133843019178986,0.089228927573928,0.133843391360892,0.667703653158051,0.982383524243238
0.25,656.75,6051.75,-10.101,100,1,1,0.238217539654211,0.15881209597957,0.238218143969354,1.00727771673211,1.39354572306279
0.25,656.75,6052.25,-9.72,101,1,1,0.254952164523904,0.169968499126096,0.254952748689144,1.09070755299957,1.47312097795869
0.25,656.75,6052.75,-8.986,102,1,1,0.302092740844031,0.201395573201771,0.302093359802657,1.22089926613454,1.58588205172674
0.25,656.75,6053.25,-8.766,103,1,1,0.293674912967591,0.195783630450671,0.293675445676007,1.2498062145179,1.60928287203027
0.25,656.75,6053.75,-7.14,104,1,1,0.378664160324816,0.252443174919119,0.378664762378679,1.28050237780712,1.63354684471206
0.25,656.75,6054.25,-5.614,105,1,1,0.375818132223084,0.250545767169106,0.375818650753659,1.03226429458624,1.41804909479668
0.25,656.75,6054.75,-5.277,106,1,1,0.335190094617207,0.223460327970301,0.335190491955452,0.954148224720573,1.33935811334159
0.25,656.75,6055.25,-4.667,107,1,1,0.290121895671429,0.193414792138283,0.290122188207424,0.804133616641216,1.16830452736098
0.179,656.75,6055.75,-1.192,108,1,1,0.109583513801047,0.0730557379027435,0.109583606854115,0.107560419896762,-0.509333070610207
0.006,656.555,6056.05,-0.97,109,1,1,0.003226832272829,0.00215122286706548,0.00322683430059822,0.00310991126138991,-0.657165276759136
0.124,657.25,6042.76,-27.688,110,1,1,0.0350477212119329,0.0233652568327853,0.0350478852491779,5.02129048887797e-06,-10.1143498744226
0.25,657.25,6043.25,-27.173,111,1,1,0.056218109841161,0.0374789292619805,0.0562183938929707,1.65206568553774e-05,-9.62460466832062
0.25,657.25,6043.75,-27.316,112,1,1,0.060875924666912,0.0405841693075441,0.0608762539613162,1.44330759273929e-05,-9.7596936847929
0.25,657.25,6044.25,-27.897,113,1,1,0.0808217651175388,0.0538814856681076,0.0808222285021614,8.27765411133151e-06,-10.3156565884774
0.25,657.25,6044.75,-27.759,114,1,1,0.0759100330185708,0.0506069931548337,0.0759104897322506,9.45596085105674e-06,-10.1825708763059
0.25,657.25,6045.25,-27.321,115,1,1,0.0615313075544208,0.0410211281149333,0.0615316921723999,1.43648840568129e-05,-9.76442957567349
0.25,657.25,6045.75,-26.939,116,1,1,0.0509823013944368,0.0339884194577073,0.0509826291865609,2.05770477813591e-05,-9.40503992758572
0.25,657.25,6046.25,-26.205,117,1,1,0.035712816781576,0.0238087004097409,0.0357130506146113,4.04835532415927e-05,-8.72832039801008
0.25,657.25,6046.75,-25.091,118,1,1,0.0212927901204616,0.014195287122964,0.0212929306844459,0.000109200905035685,-7.73602684569535
0.25,657.25,6047.25,-23.408,119,1,1,0.0108789683109452,0.00725269333257488,0.0108790399988623,0.00045160634764309,-6.31640530877065
0.25,657.25,6047.75,-21.858,120,1,1,0.00704507216479226,0.00469674536277886,0.00704511804416828,0.00153395872933918,-5.09360911923009
0.25,657.25,6048.25,-20.656,121,1,1,0.00590276700599799,0.00393520307821024,0.00590280461731536,0.00374431837987116,-4.20122132550362
0.25,657.25,6048.75,-19.03,122,1,1,0.00618491298381682,0.0041233007728576,0.0061849511592864,0.0115854122156944,-3.07171417876419
0.25,657.25,6049.25,-17.306,123,1,1,0.00920169980029814,0.00613450284740164,0.00920175427110246,0.0348057535586156,-1.97167821260354
0.25,657.25,6049.75,-13.882,124,1,1,0.0464491642221234,0.0309662835355529,0.0464494253033293,0.229711179438305,-0.0846381396157643
0.25,657.25,6050.25,-11.605,125,1,1,0.155950869953506,0.103967795990915,0.155951693986372,0.639344915789548,0.938983165208074
0.25,657.25,6050.75,-11.582,126,1,1,0.146963170104683,0.0979759285622636,0.146963892843395,0.644892009774779,0.947621958210342
0.25,657.25,6051.25,-10.072,127,1,1,0.279302878884314,0.186202763037875,0.279304144556813,1.01390979579479,1.40010830354956
0.25,657.25,6051.75,-9.207,128,1,1,0.357803326544299,0.2385365371483,0.357804805722449,1.18679049450317,1.55754696117213
0.25,657.25,6052.25,-9.4,129,1,1,0.305858998370544,0.203906760279461,0.305860140419191,1.15321003536544,1.52884375005407
0.25,657.25,6052.75,-8.3,130,1,1,0.390793283748465,0.260529725720556,0.390794588580835,1.29268310846369,1.64301434847734
0.25,657.25,6053.25,-7.611,131,1,1,0.411603719503151,0.274403290810991,0.411604936216486,1.30626541654542,1.65346659992127
0.25,657.25,6053.75,-6.968,132,1,1,0.409184620098174,0.272790453530301,0.409185680295451,1.26427597905812,1.62079397087475
0.25,657.25,6054.25,-5.032,133,1,1,0.390022133802013,0.260015340497667,0.390023010746501,0.894752377241254,1.27508608865798
0.25,657.25,6054.75,-4.474,134,1,1,0.335894864333077,0.223930342136424,0.335895513204636,0.755944570169078,1.10650713574708
0.222,657.25,6055.25,-0.788,135,1,1,0.148075726116874,0.0987173129545641,0.148075969431846,0.101562461461939,-0.78200338879997
0.015,657.046,6055.57,-0.649,136,1,1,0.00887404754208224,0.00591603884719985,0.00887405827079978,0.00622450012558957,-0.879557063085855
0.109,657.759,6042.27,-27.419,137,1,1,0.0279375073461569,0.0186251350380112,0.0279377025570168,5.70692092293568e-06,-9.85742352590556
0.25,657.75,6042.75,-27.582,138,1,1,0.0706627158815457,0.0471088323977049,0.0706632485965573,1.12054526438916e-05,-10.0128156938084
0.25,657.75,6043.25,-27.209,139,1,1,0.0603204882145501,0.0402139866321247,0.060320979948187,1.59693005828236e-05,-9.65854803126697
0.25,657.75,6043.75,-27.454,140,1,1,0.0687326404611655,0.0458221602101514,0.068733240315227,1.26606900595062e-05,-9.89071427454381
0.25,657.75,6044.25,-27.927,141,1,1,0.0869111726379162,0.0579413177298384,0.0869119765947576,8.04091437977959e-06,-10.3446733912918
0.25,657.75,6044.75,-27.199,142,1,1,0.061837559929749,0.0412254401280261,0.0618381601920391,1.61206533868615e-05,-9.64911492790361
0.25,657.75,6045.25,-26.966,143,1,1,0.0553851293173722,0.0369237919188381,0.0553856878782572,2.00641827955753e-05,-9.43027992181061
0.25,657.75,6045.75,-26.436,144,1,1,0.0429538067466669,0.0286361682170802,0.0429542523256203,3.27821865132563e-05,-8.93933092309135
0.25,657.75,6046.25,-25.359,145,1,1,0.0260413266537226,0.017361067835065,0.0260416017525975,8.63404571706834e-05,-7.97091791172663
0.25,657.75,6046.75,-24.155,146,1,1,0.0155667806043032,0.0103779642694638,0.0155669464041957,0.000243354914955545,-6.93469526370479
0.25,657.75,6047.25,-22.143,147,1,1,0.00823854430329131,0.00549242126194664,0.00823863189291997,0.00123257366516526,-5.31235652381687
0.25,657.75,6047.75,-21.433,148,1,1,0.00705056029483599,0.00470042291640456,0.00705063437460684,0.00211479413462964,-4.77250344597396
0.25,657.75,6048.25,-19.875,149,1,1,0.00634352640538578,0.00422906107926427,0.00634359161889641,0.00651372050856775,-3.64755011819709
0.25,657.75,6048.75,-18.1,150,1,1,0.00809097764658998,0.00539403881382171,0.00809105822073257,0.0212344661133476,-2.465835296238
0.25,657.75,6049.25,-16.012,151,1,1,0.0169477196638314,0.0112985876853686,0.016947881528053,0.0744023004980513,-1.2119740558285
0.25,657.75,6049.75,-11.353,152,1,1,0.203098332983837,0.135400116537882,0.203100174806823,0.700809810571477,1.03077562076508
0.25,657.75,6050.25,-11.382,153,1,1,0.187328269518118,0.124886577676087,0.187329866514131,0.69366801076638,1.02053255753518
0.25,657.75,6050.75,-10.828,154,1,1,0.229408785824841,0.152940404037441,0.229410606056161,0.831526805139559,1.2018026173402
0.25,657.75,6051.25,-9.022,155,1,1,0.441477689513813,0.294320611501684,0.441480917252527,1.21567798635045,1.58159629573795
0.25,657.75,6051.75,-8.95,156,1,1,0.4150208752692,0.276682428946377,0.415023643419565,1.22598554527619,1.59003940841448
0.25,657.75,6052.25,-8.911,157,1,1,0.383742745569443,0.255830038235058,0.383745057352587,1.23134116737111,1.59439831644825
