"area","x.pos","y.pos","depth","segment.id","season","impact","truth.re","truth.de","truth.no","ResponsePredictions","LinkPredictions"
0.25,655.75,6052.75,-10.27,46,1,1,0.164251929672746,0.10950136843444,0.16425205265166,0.188180052610845,-0.284061686706428
0.25,655.75,6053.25,-9.908,47,1,1,0.174397080348787,0.116264797299717,0.174397195949575,0.236377935396537,-0.0560289725724203
0.25,655.75,6053.75,-8.72,48,1,1,0.240661880159674,0.160441346656992,0.240662019985488,0.411075450992449,0.497315858842468
0.25,655.75,6054.25,-7.84,49,1,1,0.271609401823335,0.181073025844336,0.271609538766504,0.572300132389288,0.828202642881262
0.25,655.75,6054.75,-6.368,50,1,1,0.297906754156779,0.198604588802637,0.297906883203955,0.804229098021798,1.16842325851512
0.25,655.75,6055.25,-4.945,51,1,1,0.267835633165603,0.178557154569341,0.267835731854012,0.905586092925031,1.28712143271636
0.25,655.75,6055.75,-4.7,52,1,1,0.236247295453313,0.157498245840871,0.236247368761306,0.957169162437902,1.34251922122792
0.25,655.75,6056.25,-3.139,53,1,1,0.17579203980267,0.117194723522268,0.175792085283402,0.822861842064086,1.19132739759784
0.082,655.743,6056.66,-1.297,54,1,1,0.0379358464268835,0.0252905698395408,0.0379358547593111,0.15898559165998,0.662094332359181
0.001,656.477,6043.48,-27.609,55,1,1,0.000255517144067948,0.000170345178905153,0.000255517768357729,8.24476876580686e-08,-9.4033465547362
0.153,656.25,6043.75,-27.359,56,1,1,0.0339773859371811,0.0226516363043316,0.0339774544564975,1.36153464251679e-05,-9.32699563019739
0.25,656.25,6044.25,-27.561,57,1,1,0.0612856969088154,0.0408572186029318,0.0612858279043977,2.19379370881542e-05,-9.34099877157044
0.25,656.25,6044.75,-28.608,58,1,1,0.100702177998943,0.0671349359158696,0.100702403873804,1.83242996670126e-05,-9.52098816715463
0.25,656.25,6045.25,-27.999,59,1,1,0.0749234303491944,0.0499490699637215,0.0749236049455822,2.12876351673042e-05,-9.37108980126661
0.25,656.25,6045.75,-27.519,60,1,1,0.0589994829810166,0.0393330829341393,0.058999624401209,2.43187657458312e-05,-9.23796789161687
0.25,656.25,6046.25,-27.223,61,1,1,0.0504579743525753,0.0336387316799689,0.0504580975199534,2.68004625101602e-05,-9.14079705163469
0.25,656.25,6046.75,-26.6,62,1,1,0.0368258559509161,0.0245506310548444,0.0368259465822665,3.20758360711045e-05,-8.96111322055287
0.25,656.25,6047.25,-25.569,63,1,1,0.0223426055757045,0.0148951069757003,0.0223426604635504,4.35360515186922e-05,-8.65562683144577
0.25,656.25,6047.75,-24.254,64,1,1,0.0124512764815557,0.00830087114066194,0.0124513067109929,6.70738327630611e-05,-8.22342220265115
0.25,656.25,6048.25,-22.256,65,1,1,0.00640773895679465,0.00427183611873249,0.00640775417809873,0.00014222462479087,-7.47180852434882
0.25,656.25,6048.75,-21.273,66,1,1,0.00516889347209038,0.00344593691081119,0.00516890536621679,0.000219020695073773,-7.04004997343878
0.25,656.25,6049.25,-19.198,67,1,1,0.00499364479322959,0.00332910387575686,0.0049936558136353,0.000587781489406247,-6.05286093466838
0.25,656.25,6049.75,-16.684,68,1,1,0.00964238729498576,0.00642827166689513,0.0096424075003427,0.00234220306361013,-4.67036895123185
0.25,656.25,6050.25,-14.848,69,1,1,0.0221655826534903,0.0147770842114364,0.0221656263171546,0.00739757083004491,-3.52030923775342
0.25,656.25,6050.75,-12.628,70,1,1,0.0726458612947707,0.048430662989113,0.0726459944836695,0.0343583538788946,-1.98461572995859
0.25,656.25,6051.25,-12.212,71,1,1,0.0850274148690048,0.0566850390090698,0.0850275585136048,0.0477802525043674,-1.65484849124922
0.25,656.25,6051.75,-11.336,72,1,1,0.125171245540376,0.0834476256366622,0.125171438454993,0.0897046399622167,-1.02493842257438
0.25,656.25,6052.25,-9.982,73,1,1,0.215722387818204,0.143815125406482,0.215722688109723,0.199677149784857,-0.224759106697032
0.25,656.25,6052.75,-9.595,74,1,1,0.229773464270797,0.153182500191959,0.229773750287939,0.248726388685041,-0.00510746618785163
0.25,656.25,6053.25,-9.173,75,1,1,0.243262715502009,0.16217532238995,0.243262983584925,0.310423977259482,0.216478113789124
0.25,656.25,6053.75,-7.535,76,1,1,0.336683289820363,0.224455743358426,0.336683615037639,0.55073016112628,0.789784045612231
0.25,656.25,6054.25,-7.152,77,1,1,0.322650340970105,0.215100407618676,0.322650611428014,0.627388087479876,0.920104390592423
0.25,656.25,6054.75,-5.373,78,1,1,0.319272634936486,0.21284857657984,0.31927286486976,0.794221932815411,1.15590201669056
0.25,656.25,6055.25,-5.245,79,1,1,0.28522142671025,0.190147734289323,0.285221601433984,0.840660657151634,1.21272716145782
0.25,656.25,6055.75,-4.069,80,1,1,0.233499661464834,0.155666521283192,0.233499781924788,0.827694553535236,1.19718327176731
0.139,656.25,6056.24,-0.6,81,1,1,0.064862147922932,0.0432414506176591,0.0648621759264887,0.167547954252787,0.186795671206598
0.001,656.993,6042.99,-27.655,82,1,1,0.000272973111701577,0.000181982763060577,0.000272974144590866,7.90990517212302e-08,-9.44480967161613
0.139,656.75,6043.25,-27.453,83,1,1,0.0338238948840831,0.0225493331705518,0.0338239997558277,1.16706396382735e-05,-9.38515295683881
0.25,656.75,6043.75,-27.257,84,1,1,0.0559631952591601,0.0373089206801832,0.0559633810202749,2.26742920128196e-05,-9.30798442458005
0.25,656.75,6044.25,-28.149,85,1,1,0.0859334511409874,0.057289168984276,0.085933753476414,1.93589022596416e-05,-9.46606381806833
0.25,656.75,6044.75,-28.369,86,1,1,0.0954890641939751,0.0636596111579056,0.0954894167368585,1.91690928997534e-05,-9.47591695964644
0.25,656.75,6045.25,-27.567,87,1,1,0.0649498656184233,0.043300076498613,0.0649501147479195,2.33617040787501e-05,-9.27811809296835
0.25,656.75,6045.75,-27.255,88,1,1,0.0555046469307247,0.0370032439463362,0.0555048659195043,2.58666122346851e-05,-9.17626316265472
0.25,656.75,6046.25,-26.809,89,1,1,0.0443141350194191,0.0295428753783803,0.0443143130675704,2.9645557356167e-05,-9.03990391884418
0.25,656.75,6046.75,-25.923,90,1,1,0.0287902833956866,0.0191936000154372,0.0287904000231558,3.84052472311494e-05,-8.78102209994149
0.25,656.75,6047.25,-24.781,91,1,1,0.0170165900438159,0.0113444392351015,0.0170166588526523,5.51742002368801e-05,-8.41872073983373
0.25,656.75,6047.75,-22.502,92,1,1,0.00756357334793988,0.00504240238224774,0.00756360357337162,0.000125718666901394,-7.59516958868271
0.25,656.75,6048.25,-21.918,93,1,1,0.00639825087854891,0.00426551726379089,0.00639827589568634,0.000162596358283179,-7.3379453967639
0.25,656.75,6048.75,-20.004,94,1,1,0.00525118247064115,0.00350080157335111,0.00525120236002666,0.00038585728912194,-6.47374861304252
0.25,656.75,6049.25,-18.471,95,1,1,0.00610372761537268,0.0040691665248976,0.00610374978734641,0.000845152501803964,-5.68969911026331
0.25,656.75,6049.75,-16.066,96,1,1,0.0135856374310794,0.00905712285992479,0.0135856842898872,0.00333912387778063,-4.31575245732519
0.25,656.75,6050.25,-11.541,97,1,1,0.150755613978614,0.100504068528504,0.150756102792756,0.0708998579067097,-1.26019248846285
0.25,656.75,6050.75,-11.822,98,1,1,0.121086193742712,0.0807243727687957,0.121086559153194,0.0600328961109202,-1.42656823736908
0.25,656.75,6051.25,-11.488,99,1,1,0.133843019178986,0.089228927573928,0.133843391360892,0.0769505301994659,-1.1782981674196
0.25,656.75,6051.75,-10.101,100,1,1,0.238217539654211,0.15881209597957,0.238218143969354,0.17666046847847,-0.34723128468378
0.25,656.75,6052.25,-9.72,101,1,1,0.254952164523904,0.169968499126096,0.254952748689144,0.218658793237613,-0.133948424769827
0.25,656.75,6052.75,-8.986,102,1,1,0.302092740844031,0.201395573201771,0.302093359802657,0.308713253855648,0.21095194714484
0.25,656.75,6053.25,-8.766,103,1,1,0.293674912967591,0.195783630450671,0.293675445676007,0.346825201576836,0.327359993310562
0.25,656.75,6053.75,-7.14,104,1,1,0.378664160324816,0.252443174919119,0.378664762378679,0.56868609288437,0.82186768193024
0.25,656.75,6054.25,-5.614,105,1,1,0.375818132223084,0.250545767169106,0.375818650753659,0.706594283639731,1.03899572707781
0.25,656.75,6054.75,-5.277,106,1,1,0.335190094617207,0.223460327970301,0.335190491955452,0.743633425764776,1.09008728824531
0.25,656.75,6055.25,-4.667,107,1,1,0.290121895671429,0.193414792138283,0.290122188207424,0.766515309530159,1.12039375354456
0.179,656.75,6055.75,-1.192,108,1,1,0.109583513801047,0.0730557379027435,0.109583606854115,0.245444194057336,0.315683800105013
0.006,656.555,6056.05,-0.97,109,1,1,0.003226832272829,0.00215122286706548,0.00322683430059822,0.00797642951558306,0.284731412982454
0.124,657.25,6042.76,-27.688,110,1,1,0.0350477212119329,0.0233652568327853,0.0350478852491779,9.63577623867756e-06,-9.46255398149504
0.25,657.25,6043.25,-27.173,111,1,1,0.056218109841161,0.0374789292619805,0.0562183938929707,2.25588735225831e-05,-9.31308770397081
0.25,657.25,6043.75,-27.316,112,1,1,0.060875924666912,0.0405841693075441,0.0608762539613162,2.26220727058917e-05,-9.31029009879413
0.25,657.25,6044.25,-27.897,113,1,1,0.0808217651175388,0.0538814856681076,0.0808222285021614,2.06575204866052e-05,-9.40113675552444
0.25,657.25,6044.75,-27.759,114,1,1,0.0759100330185708,0.0506069931548337,0.0759104897322506,2.20268326445829e-05,-9.33695482101114
0.25,657.25,6045.25,-27.321,115,1,1,0.0615313075544208,0.0410211281149333,0.0615316921723999,2.50961754815444e-05,-9.20650073356953
0.25,657.25,6045.75,-26.939,116,1,1,0.0509823013944368,0.0339884194577073,0.0509826291865609,2.83492649749103e-05,-9.08461509381765
0.25,657.25,6046.25,-26.205,117,1,1,0.035712816781576,0.0238087004097409,0.0357130506146113,3.51844690825436e-05,-8.86861143085211
0.25,657.25,6046.75,-25.091,118,1,1,0.0212927901204616,0.014195287122964,0.0212929306844459,4.96378545494895e-05,-8.52446245763761
0.25,657.25,6047.25,-23.408,119,1,1,0.0108789683109452,0.00725269333257488,0.0108790399988623,8.87832459437334e-05,-7.94301823645183
0.25,657.25,6047.75,-21.858,120,1,1,0.00704507216479226,0.00469674536277886,0.00704511804416828,0.000164871277343775,-7.32405116471973
0.25,657.25,6048.25,-20.656,121,1,1,0.00590276700599799,0.00393520307821024,0.00590280461731536,0.000282552287051675,-6.78535257647577
0.25,657.25,6048.75,-19.03,122,1,1,0.00618491298381682,0.0041233007728576,0.0061849511592864,0.000625976398909457,-5.98990352787759
0.25,657.25,6049.25,-17.306,123,1,1,0.00920169980029814,0.00613450284740164,0.00920175427110246,0.00159738234672564,-5.05309466167693
0.25,657.25,6049.75,-13.882,124,1,1,0.0464491642221234,0.0309662835355529,0.0464494253033293,0.0134864149060525,-2.91977804233629
0.25,657.25,6050.25,-11.605,125,1,1,0.155950869953506,0.103967795990915,0.155951693986372,0.06779898895395,-1.30491363521071
0.25,657.25,6050.75,-11.582,126,1,1,0.146963170104683,0.0979759285622636,0.146963892843395,0.0701044393994538,-1.27147479630548
0.25,657.25,6051.25,-10.072,127,1,1,0.279302878884314,0.186202763037875,0.279304144556813,0.172574351324962,-0.370632752080514
0.25,657.25,6051.75,-9.207,128,1,1,0.357803326544299,0.2385365371483,0.357804805722449,0.261834014021158,0.0462498508608249
0.25,657.25,6052.25,-9.4,129,1,1,0.305858998370544,0.203906760279461,0.305860140419191,0.246472808124607,-0.0142092423320221
0.25,657.25,6052.75,-8.3,130,1,1,0.390793283748465,0.260529725720556,0.390794588580835,0.381644406907299,0.423028385243533
0.25,657.25,6053.25,-7.611,131,1,1,0.411603719503151,0.274403290810991,0.411604936216486,0.475851250208872,0.643644387969818
0.25,657.25,6053.75,-6.968,132,1,1,0.409184620098174,0.272790453530301,0.409185680295451,0.561752742540632,0.809600875328581
0.25,657.25,6054.25,-5.032,133,1,1,0.390022133802013,0.260015340497667,0.390023010746501,0.673022176912362,0.990317363561054
0.25,657.25,6054.75,-4.474,134,1,1,0.335894864333077,0.223930342136424,0.335895513204636,0.677928370271299,0.997580715929541
0.222,657.25,6055.25,-0.788,135,1,1,0.148075726116874,0.0987173129545641,0.148075969431846,0.22481897488075,0.0126181404176346
0.015,657.046,6055.57,-0.649,136,1,1,0.00887404754208224,0.00591603884719985,0.00887405827079978,0.0150570920924752,0.00379891447656355
0.109,657.759,6042.27,-27.419,137,1,1,0.0279375073461569,0.0186251350380112,0.0279377025570168,8.84206238037373e-06,-9.41958301082491
0.25,657.75,6042.75,-27.582,138,1,1,0.0706627158815457,0.0471088323977049,0.0706632485965573,2.02653940094441e-05,-9.42030149409874
0.25,657.75,6043.25,-27.209,139,1,1,0.0603204882145501,0.0402139866321247,0.060320979948187,2.28977806244214e-05,-9.29817620694498
0.25,657.75,6043.75,-27.454,140,1,1,0.0687326404611655,0.0458221602101514,0.068733240315227,2.25095655888975e-05,-9.31527584069493
0.25,657.75,6044.25,-27.927,141,1,1,0.0869111726379162,0.0579413177298384,0.0869119765947576,2.11212094633655e-05,-9.37893847338814
0.25,657.75,6044.75,-27.199,142,1,1,0.061837559929749,0.0412254401280261,0.0618381601920391,2.57089333522753e-05,-9.18237766408668
0.25,657.75,6045.25,-26.966,143,1,1,0.0553851293173722,0.0369237919188381,0.0553856878782572,2.81337774789873e-05,-9.0922452968674
0.25,657.75,6045.75,-26.436,144,1,1,0.0429538067466669,0.0286361682170802,0.0429542523256203,3.31699890621687e-05,-8.92757067363619
0.25,657.75,6046.25,-25.359,145,1,1,0.0260413266537226,0.017361067835065,0.0260416017525975,4.59872894858124e-05,-8.60085115406327
0.25,657.75,6046.75,-24.155,146,1,1,0.0155667806043032,0.0103779642694638,0.0155669464041957,6.89291279404284e-05,-8.1961373514061
0.25,657.75,6047.25,-22.143,147,1,1,0.00823854430329131,0.00549242126194664,0.00823863189291997,0.000147729121162864,-7.43383586247012
0.25,657.75,6047.75,-21.433,148,1,1,0.00705056029483599,0.00470042291640456,0.00705063437460684,0.000202441227217339,-7.11876658838816
0.25,657.75,6048.25,-19.875,149,1,1,0.00634352640538578,0.00422906107926427,0.00634359161889641,0.00041599070052375,-6.3985532913432
0.25,657.75,6048.75,-18.1,150,1,1,0.00809097764658998,0.00539403881382171,0.00809105822073257,0.00103738825642112,-5.48475465519444
0.25,657.75,6049.25,-16.012,151,1,1,0.0169477196638314,0.0112985876853686,0.016947881528053,0.00345789819432539,-4.28079997165761
0.25,657.75,6049.75,-11.353,152,1,1,0.203098332983837,0.135400116537882,0.203100174806823,0.0796457286989708,-1.14387250882018
0.25,657.75,6050.25,-11.382,153,1,1,0.187328269518118,0.124886577676087,0.187329866514131,0.0792295673010424,-1.14911136420201
0.25,657.75,6050.75,-10.828,154,1,1,0.229408785824841,0.152940404037441,0.229410606056161,0.112732849517545,-0.796440061758599
0.25,657.75,6051.25,-9.022,155,1,1,0.441477689513813,0.294320611501684,0.441480917252527,0.276278792930507,0.099949557341116
0.25,657.75,6051.75,-8.95,156,1,1,0.4150208752692,0.276682428946377,0.415023643419565,0.287995548596334,0.141484105891521
0.25,657.75,6052.25,-8.911,157,1,1,0.383742745569443,0.255830038235058,0.383745057352587,0.296679968036025,0.171193091267211
0.25,657.75,6052.75,-8.371,158,1,1,0.407239203601227,0.271494264946605,0.407241397419907,0.365214086442896,0.379022801973663
0.25,657.75,6053.25,-6.309,159,1,1,0.508920741463372,0.339282112431198,0.508923168646796,0.582436953372757,0.845760027166621
0.25,657.75,6053.75,-6.187,160,1,1,0.460825637465505,0.307218375913194,0.460827563869791,0.603117181705363,0.88065059117142
0.25,657.75,6054.25,-4.61,161,1,1,0.399993236167592,0.266663124803918,0.399994687205876,0.63154160809082,0.926702909470896
0.24,657.75,6054.75,-1.929,162,1,1,0.2337951540902,0.155863921843851,0.233795882765777,0.354426828594271,0.389862993974829
0.05,657.671,6055.15,-0.529,163,1,1,0.0338237858742771,0.0225492479186908,0.0338238718780362,0.0421492425993024,-0.170806290316049
0.089,658.276,6041.81,-26.734,164,1,1,0.0168892247158973,0.0112595998461721,0.0168893997692582,8.44460426934958e-06,-9.26286395930977
0.249,658.25,6042.25,-27.304,165,1,1,0.0632500837860284,0.0421671874374283,0.0632507811561425,2.13314892331348e-05,-9.36502382668843
0.25,658.25,6042.75,-27.191,166,1,1,0.0617304754397729,0.0411541458735353,0.061731218810303,2.29004225511266e-05,-9.29806083444016
0.25,658.25,6043.25,-26.929,167,1,1,0.0557241112577027,0.0371498912519836,0.0557248368779754,2.53952685267179e-05,-9.19465331864756
0.25,658.25,6043.75,-27.569,168,1,1,0.0767392023827518,0.0511601814527462,0.0767402721791193,2.28484608417233e-05,-9.30033244099727
0.25,658.25,6044.25,-27.189,169,1,1,0.0648937621779816,0.0432631473677904,0.0648947210516857,2.59160071871826e-05,-9.17435538093063
0.25,658.25,6044.75,-26.928,170,1,1,0.0577946361003746,0.0385303548293607,0.057795532244041,2.86497255806942e-05,-9.07407233206479
0.25,658.25,6045.25,-26.577,171,1,1,0.0491090265256532,0.0327398784276977,0.0491098176415465,3.23956353470099e-05,-8.95119249463255
0.25,658.25,6045.75,-25.918,172,1,1,0.0360793504749574,0.0240532988750116,0.0360799483125174,3.98506339804641e-05,-8.74407788256372
0.25,658.25,6046.25,-24.239,173,1,1,0.017480206869821,0.0116536678913709,0.0174805018370563,6.82270654380519e-05,-8.20637485679028
0.25,658.25,6046.75,-22.743,174,1,1,0.0104458183979569,0.00696399741009403,0.0104459961151411,0.00011923287709024,-7.64813766572752
0.25,658.25,6047.25,-21.966,175,1,1,0.00850490906859667,0.00567003566927332,0.00850505350390999,0.000165716403910241,-7.31893827966401
0.25,658.25,6047.75,-19.6,176,1,1,0.00719495740349095,0.00479671877243807,0.00719507815865711,0.000484776903418283,-6.24552740468811
0.25,658.25,6048.25,-18.772,177,1,1,0.00776928186725648,0.00517960629945809,0.00776940944918714,0.000745211830402062,-5.81554768277053
0.25,658.25,6048.75,-16.764,178,1,1,0.0137050916751116,0.00913687312395777,0.0137053096859367,0.00225995560335971,-4.70611574930211
0.25,658.25,6049.25,-14.698,179,1,1,0.0357397581336007,0.023826868919802,0.0357403033797031,0.00811582080610662,-3.42764557523229
0.25,658.25,6049.75,-11.403,180,1,1,0.211889737578567,0.141261871315611,0.211892806973416,0.079204390410602,-1.149429186101
0.25,658.25,6050.25,-10.989,181,1,1,0.244023787167109,0.16268474012961,0.244027110194415,0.103349020637318,-0.883349107954331
0.25,658.25,6050.75,-9.852,182,1,1,0.377143262305654,0.251432028175541,0.377148042263312,0.192621973813626,-0.260731334592609
0.25,658.25,6051.25,-8.247,183,1,1,0.588313470629244,0.392213560870295,0.588320341305442,0.366693625781653,0.383065774412341
0.25,658.25,6051.75,-8.489,184,1,1,0.506514158103128,0.337679703069901,0.506519554604852,0.34121914298275,0.311064001054699
0.25,658.25,6052.25,-8.226,185,1,1,0.494336636975328,0.329560929298437,0.494341393947656,0.374426950996888,0.403935808650665
0.25,658.25,6052.75,-7.109,186,1,1,0.55377306714699,0.36918522158424,0.55377783237636,0.500473907758973,0.694094547184386
0.25,658.25,6053.25,-5.689,187,1,1,0.548243151775953,0.365498218939914,0.548247328409871,0.598566321841804,0.873076414433024
0.25,658.25,6053.75,-5.162,188,1,1,0.487113000626908,0.32474416887056,0.487116253305841,0.612276440697686,0.89572296315054
0.25,658.25,6054.25,-3.984,189,1,1,0.396110706789057,0.264075334739953,0.39611300210993,0.571209284219095,0.826294746916005
0.115,658.25,6054.68,-1.037,190,1,1,0.101197652900749,0.0674654452306123,0.101198167845918,0.113404827085386,-0.0139681710850166
0.042,658.833,6041.37,-27,191,1,1,0.00920007375942365,0.00613347884963812,0.00920021827445718,3.76876273502814e-06,-9.31867813666591
0.24,658.75,6041.75,-27.098,192,1,1,0.0561374051063143,0.037425528265546,0.056138292398319,2.15683129590115e-05,-9.31716895735958
0.25,658.75,6042.25,-27.418,193,1,1,0.070227623749948,0.0468192321854073,0.0702288482781109,2.18100444316661e-05,-9.3468455794176
0.25,658.75,6042.75,-26.989,194,1,1,0.0589633410304298,0.0393096426296401,0.0589644639444602,2.51871948297314e-05,-9.20288047315206
0.25,658.75,6043.25,-26.858,195,1,1,0.0567920854085437,0.0378621699617879,0.0567932549426818,2.71866762454744e-05,-9.12648918747154
0.25,658.75,6043.75,-27.43,196,1,1,0.0759120779823749,0.0506091677267122,0.0759137515900683,2.48649373889202e-05,-9.21575752272146
0.25,658.75,6044.25,-26.872,197,1,1,0.0591916123353741,0.0394619970080764,0.0591929955121147,2.95481426033845e-05,-9.04319531102924
0.25,658.75,6044.75,-26.579,198,1,1,0.0520926448012964,0.0347292814650707,0.052093922197606,3.30739641421212e-05,-8.93046980578818
0.25,658.75,6045.25,-26.006,199,1,1,0.0401193218456256,0.0267468959609244,0.0401203439413866,3.98880942119044e-05,-8.74313830815501
0.25,658.75,6045.75,-25.109,200,1,1,0.0268678834416898,0.0179123916759513,0.0268685875139269,5.33438491449714e-05,-8.45245751824619
0.25,658.75,6046.25,-22.67,201,1,1,0.0111200785676159,0.00741358354674171,0.0111203753201126,0.000126486343487021,-7.58908185112888
0.25,658.75,6046.75,-21.814,202,1,1,0.00904793469275228,0.00603211875658967,0.00904817813488451,0.000182347758412827,-7.22330057243834
0.25,658.75,6047.25,-21.018,203,1,1,0.00795222721811874,0.00530162719587432,0.00795244079381148,0.00026132244764902,-6.86346112043391
